 21 -460561.3831  95481.6131  96223.5363  96233.9118  95164.5291  86510.7388  98940.0731  87668.4696  99240.7649  93191.7939  89416.7085  95901.7733  98068.4625  -323517.4855  95363.4742 
 21 -460584.3140  96428.3997  97170.2590  97180.8983  96099.7436  87565.1294  99906.7195  88599.6579  100225.7711  94077.2229  90328.9560  97086.0325  99053.1191  -323655.5687  96313.7103 
 21 -459305.0744  95929.6051  96675.0010  96689.4983  95603.3541  87268.3529  99533.0737  87847.7368  99826.0419  93602.6068  89962.0787  96591.3626  98871.8984  -322280.9728  95824.6672 
 21 -460700.2486  96199.5685  96948.2280  96953.3767  95882.9458  87370.3915  99741.4017  88227.8542  99987.8221  93919.7499  90253.5982  97091.1908  99016.0634  -323279.2021  96082.4949 
 21 -460161.9310  95381.5775  96124.0760  96129.3593  95058.7586  86645.3533  98866.4425  87810.6377  99150.1513  93107.8362  89347.7363  95981.1198  98429.9839  -323157.0489  95265.0912 
 21 -459892.1828  96155.4555  96895.1726  96902.7608  95834.2937  87401.4403  99766.2761  88339.3407  99917.4228  93895.6154  90147.3631  96907.3029  99420.4705  -323244.5565  96039.4304 
 21 -460414.9306  96389.7598  97138.1980  97141.9692  96059.7119  87564.3758  99964.5233  88437.7152  100108.9860  94137.9085  90405.8169  97061.0066  99338.2838  -323000.0952  96265.3453 
 21 -459689.2039  95947.5652  96689.5475  96699.5077  95618.5086  87117.7708  99482.4997  88032.9327  99684.7679  93697.9463  90048.9239  96605.6858  99058.6985  -322513.2822  95816.6069 
 21 -459837.7278  96500.1083  97245.6711  97249.2156  96168.4131  87678.5874  100057.3920  88552.5094  100194.9386  94218.4891  90533.2860  97186.0970  99762.6934  -322948.9841  96394.4765 
 21 -460013.8698  96693.2339  97438.3611  97449.5342  96354.3967  88189.2489  100253.1045  89004.9044  100417.3640  94424.9587  90821.3477  97449.5419  99995.7476  -322533.8994  96583.9790 
 21 -460265.2406  95819.6425  96563.1676  96569.0346  95481.8340  87214.0702  99412.9573  88061.2209  99593.4530  93606.0499  89831.8031  96427.7040  98826.3385  -322877.1010  95702.4439 
 21 -460022.2080  95954.5393  96700.4959  96701.8108  95634.0382  87447.3208  99591.8863  88054.3177  99694.1670  93654.5633  90068.2022  96496.1794  98981.7157  -323247.5085  95835.3147 
 21 -460293.7239  95650.3531  96388.7537  96402.3971  95322.1386  87061.0123  99171.9372  87811.7307  99485.2503  93397.5136  89737.0664  96316.2244  98818.7923  -322991.0452  95541.5469 
 21 -460728.1484  96303.0461  97042.6669  97055.2937  95985.4634  87544.7533  99760.5360  88526.4365  100108.7731  94015.9236  90372.9339  96880.9020  99159.9303  -323716.0661  96181.2969 
 21 -459839.5787  96215.1027  96957.5516  96963.2858  95894.5630  87384.8232  99865.3201  88345.8179  100156.7432  93978.4338  90335.9034  96829.6577  99925.9725  -323364.8354  96096.6998 
 21 -460326.2992  96189.5481  96937.9730  96943.7951  95862.7209  87483.1529  99760.5426  88374.4458  100101.0910  93938.2617  90245.7370  96998.4313  99820.7180  -322853.8895  96075.1721 
 21 -460116.7010  95972.4695  96710.8137  96728.2889  95641.6307  87335.9959  99615.6850  87926.5035  99935.6292  93759.5220  89962.5697  97242.1597  99609.0627  -322849.2474  95859.1896 
 21 -459260.2199  95777.9219  96512.2528  96526.5553  95452.3480  87090.1126  99360.4555  87972.4021  99721.2490  93575.1587  89681.2599  96912.3636  99119.0689  -322684.5572  95662.7990 
 21 -460458.0527  95678.7073  96420.4892  96435.1092  95346.2680  87073.8317  99278.8581  87728.4833  99658.1695  93375.0141  89558.2421  96639.0535  99255.7807  -322927.0042  95546.7520 
 21 -460383.7139  95624.0513  96366.7152  96377.3532  95292.9005  86887.5830  99304.7415  87810.6026  99459.1097  93335.7641  89624.5240  96280.6701  99267.3635  -323397.1056  95507.3461 
 21 -460776.5180  96296.3396  97040.2470  97039.4718  95961.8932  87589.9758  99975.9100  88010.9330  100203.4864  94018.9219  90366.6903  96741.3295  99370.0062  -323790.2656  96175.0836 
