 1 -459653.4204  96856.6295  97602.9450  97597.3554  96504.0412  87757.7148  100177.4742  88877.6031  100497.3913  94463.5371  90399.8361  98343.0277  100261.7902  -322223.7192  96731.4012 
 1 -459788.8006  96440.7685  97192.7063  97176.9311  96118.0977  87339.3783  99760.1896  88724.8881  100064.5501  94032.6925  89968.6573  97704.5530  99808.4452  -322010.3715  96335.1604 
 1 -459786.4576  96508.3965  97257.8386  97249.7588  96166.0293  87326.0257  99776.0834  88760.0411  100149.4151  94082.7060  90097.5844  97931.9876  100705.8387  -321354.4464  96388.2614 
 1 -459912.0748  96445.6221  97195.9990  97188.6509  96097.3157  87503.3826  99868.3202  88577.4731  100109.8113  93964.1995  89932.4395  97645.3087  101184.9753  -321376.0826  96341.0670 
 1 -459584.3559  96158.1834  96912.2008  96905.7725  95822.2382  86802.1232  99345.4465  88397.3210  99867.6905  93767.8401  89765.9088  97074.1443  99807.9756  -322609.0866  96046.1807 
 1 -459875.5271  96677.0515  97434.3126  97418.4935  96324.8239  87562.9094  99949.6347  88834.0127  100428.5998  94244.2747  90409.3267  97574.1320  100803.5779  -323162.5812  96564.1368 
 1 -459389.0619  96723.2031  97466.1604  97470.0805  96382.9977  87671.4867  100011.2029  88758.1417  100506.6270  94318.8177  90351.3920  97181.3392  100494.0560  -322591.4208  96607.1000 
 1 -460377.5259  96785.8481  97535.3624  97529.4014  96443.5145  87799.1484  100049.1703  88864.7945  100597.6299  94419.8349  90306.1082  97531.1154  100591.5825  -323091.2781  96660.5347 
 1 -459644.4259  96703.0285  97452.4133  97452.2109  96365.0370  87575.8798  99973.9712  88996.7033  100525.0716  94293.5844  90365.4132  97417.3675  100264.6414  -322462.3672  96582.0965 
 1 -459295.4282  96643.3677  97387.2354  97389.5314  96294.0762  87730.3183  99987.5923  88717.8198  100423.9316  94270.0468  90368.0556  97322.5627  100498.5822  -321644.8625  96525.3338 
 1 -459545.0711  95864.8155  96610.6658  96610.9672  95509.9412  86956.2363  99164.4628  88171.5061  99570.8362  93493.7621  89647.2424  96691.9361  99217.1899  -322551.9219  95755.1619 
 1 -459812.4187  96361.7213  97106.8355  97106.2654  96030.4586  87353.4170  99710.4543  88623.8771  100118.0585  94021.8466  90155.1366  97400.5116  99733.8941  -321340.9851  96244.8604 
 1 -459882.0702  96643.8455  97390.5645  97388.1874  96304.4319  87513.5762  100013.8434  88507.0832  100352.0880  94235.8209  90289.3599  97314.0083  99785.8155  -322642.2616  96534.9455 
 1 -460197.8286  95800.7867  96551.1110  96543.4551  95458.9134  86609.3276  99249.2661  87568.2407  99575.2177  93409.9396  89395.0205  96830.0158  98937.7976  -323376.0486  95666.3219 
