 41 -469716.2021  97763.6313  98508.5127  98522.2440  97457.8535  96155.8831  139982.3099  96594.7254  137155.8265  95461.9682  91983.4834  110571.7285  101429.7033  -304961.7091  97660.2345 
 41 -469909.9375  97642.1480  98390.5534  98391.2547  97335.3239  96079.6139  139208.4864  96354.1282  136130.5550  95395.8058  91859.2685  110137.2424  101384.7348  -305534.0536  97524.4787 
 41 -469713.2759  97313.8543  98053.6794  98061.3183  96994.3594  95723.3243  138848.8160  96109.3099  136322.6473  95008.6746  91574.5184  110976.6345  101354.1773  -306160.4961  97209.8120 
 41 -469927.3829  96695.5496  97443.1873  97448.0242  96372.8116  95104.4467  138756.2810  95434.3448  136373.5084  94354.4916  90814.5013  109266.0082  100991.0423  -304188.3364  96576.4553 
 41 -469690.6108  97266.1922  98011.3129  98020.2478  96953.8836  95700.6410  139562.7325  95949.4639  136392.7280  94920.6546  91404.8534  109603.6204  101006.1482  -305237.8999  97151.7443 
 41 -469516.7669  97907.0695  98656.1540  98655.8622  97600.1481  96317.5213  140027.6902  96630.1436  137065.8099  95587.1226  92104.2892  111414.5367  102035.4927  -305421.2743  97804.5479 
 41 -469339.6886  97337.2406  98078.4234  98083.3823  97023.1542  95753.4499  138670.9840  96118.1792  136186.1688  95000.7731  91746.1710  109981.7194  101521.6328  -305678.1123  97229.4991 
 41 -469418.1536  97462.1418  98205.1672  98217.6874  97156.6565  96018.2244  138691.1444  96215.7679  135893.6013  95177.8157  91764.5380  109474.7978  101757.7814  -306102.3311  97352.4052 
 41 -469873.6337  97831.4632  98576.4362  98583.1652  97521.7276  96407.6520  139546.2618  96651.1601  136450.7182  95496.4556  92125.8194  110611.2457  102246.0107  -306093.6128  97722.8556 
 41 -470047.0029  97423.5610  98169.3237  98175.6640  97107.7793  95965.1566  139030.9038  96279.2519  136340.9479  95114.9540  91618.4048  110835.4491  101645.9401  -306222.3259  97319.4465 
 41 -469904.2173  97354.3113  98102.5613  98103.6299  97044.1832  95815.4389  139231.1584  96133.1890  136460.7973  95037.0056  91602.3510  110517.7282  101591.2373  -305590.7730  97244.2041 
 41 -470286.0940  96940.8716  97688.8675  97688.1456  96626.9015  95439.3028  138834.5756  95796.2259  135740.3918  94647.2409  91013.3793  108869.3616  101501.8622  -305382.9940  96829.8957 
 41 -469395.9162  97293.6140  98041.7618  98040.8491  96981.5426  95887.8455  139377.8386  96183.2454  136315.3644  95002.5566  91635.2369  108862.5195  101735.8069  -304525.4048  97191.8551 
 41 -469796.7525  98326.8458  99070.9927  99072.0940  98014.8011  96928.7505  140221.2410  97193.6385  137522.4370  96025.6573  92560.4725  108135.0556  102668.1460  -305324.1655  98210.5698 
 41 -470155.4108  97771.6256  98512.6017  98519.6613  97463.8171  96339.6605  140366.0998  96694.9355  137652.8439  95542.1386  91885.8259  108059.5762  102333.8894  -305109.1357  97650.9140 
 41 -469787.4637  97368.2894  98111.4281  98122.0221  97058.8667  95893.9019  139287.7979  96264.8668  136221.6545  95043.9466  91569.7055  107569.0072  101866.0115  -305353.2751  97256.6848 
 41 -469772.3252  98019.0119  98763.8821  98771.0946  97699.2702  96627.0407  139978.8772  96955.3902  136615.8093  95702.4110  92190.0948  108373.8595  102130.8927  -305290.5235  97897.9492 
 41 -470180.5383  96964.6588  97708.6785  97713.2936  96654.3310  95626.8654  138646.1627  95915.2187  135156.0062  94680.3203  91095.8045  107299.8635  101099.8360  -305512.1568  96855.3818 
 41 -469822.7708  97883.1951  98623.8332  98634.3656  97575.3274  96475.5407  139543.5034  96769.6908  136608.8014  95579.8766  92097.6862  109619.7086  101934.1789  -304721.2804  97759.0065 
 41 -469970.6817  97453.2931  98199.9599  98203.6282  97140.0202  96064.6228  138763.6506  96323.8316  136054.4953  95084.0775  91587.1165  110536.7957  101423.6424  -304956.9949  97329.3292 
 41 -469593.7277  97298.8748  98043.0535  98042.4072  96987.2411  95802.7633  138903.4903  96171.0135  136175.5979  95028.6918  91556.5443  109628.7384  101003.8130  -305694.9740  97187.4913 
 41 -468819.9608  97349.9581  98093.9585  98102.6080  97036.6653  95956.3442  139256.7583  96114.7865  136139.7188  95058.8480  91590.7730  108805.5335  101333.2727  -303754.9347  97233.6478 
 41 -470038.7579  97500.5967  98245.5612  98250.7191  97202.1634  96020.0469  138568.1564  96299.2964  135703.3675  95173.0000  91706.9018  109450.2877  101160.6380  -304817.7310  97388.6387 
 41 -470331.1125  97060.2119  97803.4929  97807.5114  96750.9294  95669.3758  137923.0816  95899.3442  135546.1941  94708.3325  91275.7636  108124.0261  100397.3159  -304656.0596  96940.0589 
 41 -470181.7039  98058.7630  98798.1770  98814.7662  97754.9132  96640.1034  138904.5009  96936.7814  136282.5646  95720.6146  92275.1368  109181.2974  102046.6921  -304469.4057  97940.6458 
 41 -470177.9694  98002.6013  98744.3689  98751.2495  97695.4896  96578.1378  139399.7851  96900.1679  136767.8097  95670.3251  92272.2351  109889.2747  101862.1753  -305178.1066  97883.2113 
 41 -469947.6575  96852.0472  97597.5394  97600.2893  96541.4062  95467.7995  138410.9850  95696.2163  135583.9515  94563.8605  91133.2130  110406.2070  100314.3448  -307152.2164  96739.0406 
 41 -470170.8220  97271.6055  98013.9562  98026.7018  96971.6042  95941.3872  138872.1888  96001.2726  136139.0000  94971.1273  91371.4465  111908.0926  100858.1364  -307089.1060  97153.2431 
 41 -470015.5817  97196.9116  97948.8621  97948.0434  96899.5741  95781.6975  138960.6812  96000.9850  136135.1082  94839.6104  91378.6961  111381.0702  100967.2853  -307191.4204  97072.8400 
 41 -469662.2283  98082.3143  98825.4239  98832.5501  97769.9090  96607.4230  139511.0842  96874.3524  136632.1643  95771.4982  92312.6083  113554.1466  102192.5162  -306496.9298  97971.6724 
 41 -469867.0446  97332.2999  98083.4159  98075.1940  97020.1399  95873.4565  138949.8089  96212.5755  136337.7095  95002.4983  91419.5632  111563.5351  101201.9550  -305281.4436  97219.8306 
 41 -469668.2958  97417.4523  98158.6890  98169.1371  97105.2844  95941.5942  138504.0364  96348.4386  135767.5728  95115.5267  91626.5770  110969.7566  101543.2759  -305304.9158  97297.5611 
 41 -469942.2785  97614.0988  98354.9927  98362.0141  97311.0580  96104.2576  138940.1819  96625.3835  136346.9100  95315.1109  91831.6514  110501.4316  101533.9798  -305559.9629  97497.2580 
 41 -470014.4116  98054.7767  98799.8549  98804.1699  97768.1641  96496.2897  139174.1556  96862.7299  136502.9202  95746.4223  92365.7375  109907.1702  101976.1180  -304047.1659  97933.1680 
 41 -469884.6841  98089.4567  98834.8444  98843.6107  97785.9022  96620.4501  139231.8986  96877.9968  136443.0234  95791.9720  92269.6158  108810.2738  101710.1090  -304230.0693  97974.5704 
 41 -469648.5131  97628.1513  98369.0175  98380.2246  97308.4849  96157.3278  138896.2494  96438.5356  135777.2997  95301.4774  91835.1750  108438.5288  101828.4366  -304692.3131  97517.0660 
 41 -470343.2303  97875.8721  98619.8330  98631.0000  97562.6204  96337.2980  138652.5217  96568.4372  135660.7952  95592.7586  92135.5600  107923.8279  102064.7732  -304633.5131  97752.0400 
 41 -470140.8013  97826.9151  98576.1569  98575.6196  97518.0287  96356.7595  138990.5395  96569.5801  135983.7501  95499.1759  91923.1927  106353.2503  101989.9341  -303402.7704  97695.3226 
 41 -469574.3992  97151.8302  97895.4870  97899.6697  96838.7291  95727.3272  137726.2236  95868.6044  135005.9013  94881.1764  91221.6004  106179.9327  101617.3089  -304238.6462  97031.6588 
 41 -469981.8227  98072.1766  98819.4668  98823.4025  97768.3516  96713.2055  138350.7898  96915.3487  136111.0973  95752.3729  92250.7737  106811.9554  102545.9122  -304071.4401  97964.5230 
 41 -469526.4466  97566.4044  98306.1114  98316.9809  97243.7819  96191.7967  138097.3919  96373.4031  135392.7082  95284.0582  91797.8128  106053.0111  101721.5685  -303898.0269  97456.6226 
 41 -470033.3450  97115.4483  97857.2266  97863.6545  96798.2411  95811.8940  138071.8272  95907.9382  135379.9225  94840.1234  91422.6293  106891.0757  101146.2932  -304733.3385  96988.2802 
 41 -469961.8591  97637.7866  98387.4797  98383.0416  97341.9681  96281.6683  137864.8885  96373.5861  135523.1901  95373.4319  91954.7203  107305.4925  101681.1788  -304837.7799  97528.0628 
 41 -469864.0939  96860.4142  97609.6357  97609.0021  96548.2008  95426.0676  137199.3871  95709.6292  134624.4220  94601.6445  91091.6310  107022.0646  101198.9318  -304313.4192  96736.5994 
 41 -469793.5880  97325.2038  98063.4363  98073.9042  97023.8920  95932.4567  137535.4274  96084.1675  134790.8280  95065.8677  91590.9425  107044.5421  101184.2654  -303527.1788  97205.9223 
 41 -470063.8280  97413.0746  98156.0914  98164.1897  97114.1444  95947.4235  137711.5638  96140.4941  134901.2574  95086.4868  91678.6914  106562.3573  101383.6527  -303616.2004  97290.5587 
 41 -469935.4184  97384.2905  98126.6788  98129.2468  97081.1177  96000.5939  137193.0084  95998.2734  134528.0336  95067.9597  91542.0512  106771.8583  101582.5514  -303624.2681  97271.9990 
 41 -469206.6714  97237.8305  97983.2504  97992.3136  96935.3955  95856.1702  136859.9029  95879.7327  133988.5719  94982.1758  91410.4106  107023.1131  100969.3595  -304389.2089  97121.6275 
 41 -469946.4239  97349.5809  98092.2972  98100.2794  97030.5789  95965.3912  137319.8414  96082.8062  134455.6869  95110.0072  91573.4789  108670.1097  101256.5124  -304428.4100  97247.5251 
 41 -470463.8899  96849.2575  97596.1717  97604.0852  96532.5233  95452.8749  136775.3748  95648.9536  133832.1722  94534.3281  90995.3479  108578.1612  100692.5589  -304672.9903  96740.3162 
 41 -470236.5839  97628.4098  98372.2339  98378.6289  97320.3082  96263.1536  136778.8202  96432.2878  134053.5862  95309.2070  91805.3314  108535.0109  101268.8138  -304362.2185  97517.4562 
 41 -469838.0993  97383.8465  98125.2872  98131.5125  97069.9344  96008.9865  136871.3316  96117.2815  134212.7591  95058.1146  91442.1849  107258.2005  101107.3018  -303376.6661  97281.5528 
 41 -469853.2077  97242.1463  97988.4099  97999.5169  96927.1948  95975.9028  137104.8958  95981.7977  134441.0939  94974.2900  91219.9799  106852.2268  101615.9030  -304449.4359  97124.2390 
 41 -469887.1154  96907.6197  97653.8253  97653.6384  96601.4184  95518.6149  137013.7833  95597.3594  134109.0892  94588.5904  90999.8137  106692.5777  100877.4195  -304667.8443  96800.6350 
 41 -469978.4515  97528.1667  98265.0489  98276.4610  97227.4521  96177.9562  138081.9112  96310.5463  134903.6653  95161.2454  91610.3025  105965.1401  101421.0054  -304572.7662  97415.1674 
 41 -470205.0328  97728.4580  98473.8499  98477.4911  97413.7305  96394.9614  137383.1236  96455.5847  134703.7765  95465.2188  91844.5835  106303.9564  101887.5629  -304128.8438  97626.9549 
 41 -470247.6897  98099.8336  98842.7603  98845.4216  97785.4918  96845.7184  138273.1250  96840.9675  135199.4408  95776.1989  92346.4748  106862.9721  102025.9321  -305326.0053  97997.8913 
 41 -469435.7655  97126.4616  97871.9244  97879.7667  96805.0588  95832.0482  137124.3844  95869.9606  134415.0062  94779.3046  91389.1582  107771.0981  101267.5996  -304365.0154  97027.0077 
 41 -470238.6166  98044.4414  98785.3209  98794.2340  97736.9373  96709.3835  137978.2828  96894.2866  135156.5382  95725.4003  92337.1300  107622.5775  102240.0344  -304428.6398  97933.8721 
 41 -470063.6895  97712.4656  98456.9308  98460.2755  97400.4940  96454.3490  137439.5614  96496.9672  134715.4977  95291.0003  91747.3219  106379.1884  101609.9293  -304569.9990  97579.8091 
 41 -470131.3625  96998.2074  97746.2366  97749.3065  96678.3659  95571.1134  137379.4239  95796.1819  134687.9594  94694.3763  91172.5138  105149.9035  100827.0914  -304178.9271  96893.5224 
 41 -469541.1548  97245.1350  97986.0781  97996.9404  96918.4835  95831.7585  138354.1651  96112.4998  135466.1129  94936.0950  91603.8697  106464.4948  101494.1616  -304357.7371  97133.4870 
 41 -469758.9269  97908.1862  98653.5673  98654.0226  97585.5047  96505.3507  139449.0160  96821.5761  136155.9561  95548.1713  92276.8081  107986.6233  101704.5236  -304561.2587  97799.9150 
 41 -469779.2585  97338.2332  98083.4516  98092.2718  97021.8344  95806.8815  138387.8398  96232.0427  135377.6507  95004.9496  91648.8700  106426.3154  100823.3259  -304717.7270  97223.6623 
 41 -469986.8869  97272.7184  98017.6179  98019.5230  96959.0185  95840.8727  137893.0865  96157.3925  134859.5601  94880.5873  91680.0274  107043.5497  101021.2058  -305458.7527  97165.3605 
 41 -468989.2820  97178.9235  97916.9316  97925.9984  96864.5191  95869.9936  137453.6695  95878.3554  134704.0080  94866.9614  91484.6468  106966.3575  100789.4212  -304432.7522  97068.3292 
 41 -470084.3343  97061.8590  97801.4066  97814.8278  96751.4742  95733.0921  137193.6659  95754.9436  134046.9664  94704.8915  91341.9818  106868.6563  101520.8967  -305952.7231  96959.2767 
 41 -470116.3396  98198.3561  98946.8725  98949.0392  97897.3429  96750.7529  137868.7435  96936.8129  134549.8865  95919.1864  92513.6175  109085.7769  102743.7950  -305169.4352  98095.0178 
 41 -469644.7371  96634.7799  97377.6311  97383.8283  96315.6777  95144.7388  136165.9426  95542.1065  133249.1322  94352.3135  91087.1628  106746.1318  100870.2598  -305315.9924  96520.0633 
 41 -469935.4893  97347.2235  98092.9370  98099.7619  97036.3970  95869.2322  137071.3383  96292.6273  134373.1016  95043.9814  91755.1706  106721.6968  101892.9391  -303846.5502  97240.7657 
 41 -470124.0974  97338.2129  98079.1876  98091.8512  97021.9840  95966.0588  136921.7692  96209.0887  134321.1254  94988.0910  91513.1678  105227.8840  101622.0299  -304452.1997  97234.0606 
 41 -470181.7822  97814.2650  98562.5189  98567.4876  97505.4116  96544.2775  137161.1684  96701.8565  134626.0574  95459.6041  91840.7281  106849.8744  102308.6190  -304678.4627  97702.2494 
 41 -470122.4993  97541.5906  98283.7023  98290.5952  97218.5239  96161.1160  137084.5197  96197.2161  134354.4461  95269.8568  91645.9521  106635.3575  101090.4307  -305518.0973  97444.7401 
 41 -469861.2300  97570.8894  98315.6377  98318.4942  97251.0232  96115.4711  137303.8246  96277.7657  134376.5728  95306.3145  91768.8414  107551.6147  101019.9015  -305494.4278  97461.1778 
 41 -470233.0160  97513.8597  98258.6830  98270.0102  97214.4639  96025.9216  137778.2808  96275.4308  134802.0197  95251.5410  91473.1093  108070.4214  100851.3638  -305871.8511  97404.3932 
